Num	Chr	Start	Size	Strand	ChrSize	QueryName	QueryStart	QuerySize	QueryStrand	QuerySizeTot	Info	Prob
682	GLCHR01	1266203	228	+	1491578	utg47_pilon	496817	227	+	2326275	100,1:0,127	mismap=0.00151
326	GLCHR03	1636778	342	+	1958359	utg47_pilon	497069	310	+	2326275	19,8:0,87,15:0,30,6:0,64,3:0,110	mismap=0.619
239	GLCHR01	616028	200	+	1491578	utg47_pilon	497471	188	+	2326275	69,0:6,26,18:0,87	mismap=7.56e-05
34306	GLCHR05	1466522	13453	+	4471437	utg47_pilon	1814339	13448	-	2326275	31,0:1,367,0:1,6,8:0,21,0:1,34,3:0,7,4:0,44,11:0,23,13:0,18,0:12,3057,5:0,253,0:3,2851,0:9,3433,0:2,37,1:0,22,0:2,11,1:0,9,0:1,388,0:3,1069,0:1,226,0:1,12,1:0,197,2:0,88,0:3,13,15:0,268,2:0,171,0:21,731	mismap=1e-10
31663	GLCHR05	1455277	10973	+	4471437	utg47_pilon	1803099	11000	-	2326275	882,0:1,82,0:1,2034,0:1,30,23:0,43,0:1,653,0:1,19,1:0,77,7:0,10,13:0,17,0:26,22,0:1,301,0:1,125,0:3,18,3:0,13,24:0,15,0:25,14,1:0,37,0:1,1171,0:3,69,1:0,23,11:0,30,0:1,30,0:1,36,0:2,34,10:0,19,0:1,19,0:1,688,3:0,2779,2:0,62,0:1,30,32:0,22,0:18,13,0:30,586,0:1,20,0:10,10,0:18,12,0:9,797	mismap=1e-10
4860	GLCHR05	1297666	2535	+	4471437	utg47_pilon	523679	2523	+	2326275	1289,3:0,397,6:0,434,0:2,9,0:1,119,4:0,203,2:0,69	mismap=1e-10
244	GLCHR02	464794	199	+	1519671	utg47_pilon	526642	196	+	2326275	124,3:0,72	mismap=1.22e-06
813	GLCHR03	422810	740	+	1958359	utg47_pilon	526893	763	+	2326275	54,0:9,108,3:0,48,0:3,180,8:0,16,0:5,86,0:6,97,0:2,107,0:9,33	mismap=5.49e-08
321	GLCHR05	1436790	277	+	4471437	utg47_pilon	528725	277	+	2326275	57,3:0,80,0:3,137	mismap=0.667
949	GLCHR04	1969165	700	+	2762469	utg47_pilon	529180	685	+	2326275	106,3:0,39,0:8,8,20:0,524	mismap=0.0208
205	GLCHR04	1359618	76	+	2762469	utg47_pilon	529921	76	+	2326275	76	mismap=0.223
368	GLCHR03	1631624	336	+	1958359	utg47_pilon	530091	327	+	2326275	24,3:0,43,6:0,100,0:9,15,9:0,136	mismap=8.78e-06
283	GLCHR02	465228	86	+	1519671	utg47_pilon	1795769	86	-	2326275	86	mismap=0.129
62051	GLCHR05	1413743	22066	+	4471437	utg47_pilon	531526	22013	+	2326275	41,1:0,9,0:25,95,0:3,891,0:1,15,0:1,1052,1:0,55,3:0,304,1:0,98,1:0,23,0:1,40,0:2,1086,3:0,77,0:5,9,6:0,19,2:0,677,1:0,228,6:0,57,6:0,87,21:0,32,0:2,2265,0:1,818,9:0,9,18:0,123,3:0,42,0:3,19,3:0,64,3:0,176,0:1,40,0:1,39,3:0,204,1:0,168,0:9,572,9:0,717,3:0,1452,5:0,12,2:0,20,2:0,18,0:1,72,0:1,17,5:0,8,0:1,248,4:0,42,0:1,1218,3:0,27,24:0,136,3:0,42,0:6,75,0:18,8,0:21,39,0:1,29,0:1,10,0:1,2016,0:1,1638,0:1,725,1:0,716,2:0,288,0:3,18,6:0,628,3:0,1557,0:6,312,2:0,158,1:0,12,4:0,203	mismap=1e-10
409	GLCHR05	4368531	551	+	4471437	utg47_pilon	555561	510	+	2326275	16,3:0,46,4:0,64,16:0,18,0:9,12,13:0,59,12:0,36,2:0,11,3:0,76,3:0,53,0:3,70,0:3,34	mismap=0.101
398	GLCHR04	2729090	338	+	2762469	utg47_pilon	556149	327	+	2326275	35,7:0,41,4:0,251	mismap=0.571
2449	GLCHR03	838631	981	+	1958359	utg47_pilon	1768832	941	-	2326275	46,39:0,390,1:0,505	mismap=1e-10
1219	GLCHR01	567688	903	+	1491578	utg47_pilon	558763	849	+	2326275	248,3:0,115,6:0,61,12:0,96,2:0,44,1:0,34,1:0,102,5:0,30,22:0,40,1:0,33,1:0,46	mismap=0.5
1335	GLCHR03	838775	559	+	1958359	utg47_pilon	560310	544	+	2326275	98,3:0,77,6:0,43,1:0,220,5:0,106	mismap=0.5
445	GLCHR04	2174386	333	+	2762469	utg47_pilon	560875	325	+	2326275	20,1:0,29,1:0,207,6:0,69	mismap=0.5
597	GLCHR05	4368531	551	+	4471437	utg47_pilon	1764479	530	-	2326275	16,3:0,122,15:0,11,0:9,20,3:0,61,12:0,128,3:0,53,0:3,70,0:3,34	mismap=0.000217
34200	GLCHR05	1401134	12645	+	4471437	utg47_pilon	1740438	12628	-	2326275	1845,0:18,137,0:9,144,3:0,612,2:0,24,0:1,15,10:0,68,13:0,735,3:0,1032,0:2,118,7:0,10,0:6,791,0:9,208,7:0,8,0:6,34,2:0,19,0:1,1634,9:0,96,0:12,26,17:0,37,12:0,1164,0:1,77,6:0,22,0:2,17,0:1,1033,0:5,25,0:4,57,6:0,127,0:1,1747,1:0,395,0:3,290	mismap=1e-10
283	GLCHR05	3082412	142	+	4471437	utg47_pilon	587444	142	+	2326275	142	mismap=0.223
1101	GLCHR02	8664	427	+	1519671	utg47_pilon	587588	427	+	2326275	427	mismap=1e-10
454	GLCHR05	4366896	324	+	4471437	utg47_pilon	588015	329	+	2326275	71,0:2,35,0:3,218	mismap=1.86e-07
1241	GLCHR04	857601	563	+	2762469	utg47_pilon	1737316	563	-	2326275	563	mismap=0.00341
205	GLCHR05	4195119	65	+	4471437	utg47_pilon	588986	65	+	2326275	65	mismap=0.798
472	GLCHR01	73941	410	+	1491578	utg47_pilon	1736630	410	-	2326275	410	mismap=0.51
817	GLCHR05	928539	607	+	4471437	utg47_pilon	589650	640	+	2326275	23,0:1,19,0:14,54,0:6,120,0:2,211,0:1,84,0:9,96	mismap=0.51
284	GLCHR01	22062	269	+	1491578	utg47_pilon	591587	272	+	2326275	59,0:3,210	mismap=0.5
283	GLCHR01	571767	125	+	1491578	utg47_pilon	591861	125	+	2326275	125	mismap=0.00039
209	GLCHR03	422714	188	+	1958359	utg47_pilon	1734029	182	-	2326275	59,6:0,123	mismap=0.00436
456	GLCHR04	2425588	187	+	2762469	utg47_pilon	1733727	188	-	2326275	70,0:1,117	mismap=0.186
694	GLCHR04	1573727	628	+	2762469	utg47_pilon	592593	630	+	2326275	221,3:0,59,0:3,74,16:0,22,0:15,70,6:0,55,0:9,102	mismap=0.0868
228	GLCHR04	1722939	109	+	2762469	utg47_pilon	593244	106	+	2326275	76,3:0,30	mismap=0.0287
323	GLCHR05	1387824	120	+	4471437	utg47_pilon	593353	120	+	2326275	120	mismap=0.501
435	GLCHR05	1343394	279	+	4471437	utg47_pilon	1732505	279	-	2326275	44,2:0,77,0:2,156	mismap=7.44e-05
64122	GLCHR05	1359150	24486	+	4471437	utg47_pilon	1707398	24415	-	2326275	65,0:1,336,3:0,173,3:0,70,3:0,181,3:0,131,0:15,57,0:3,155,2:0,290,3:0,8,1:0,26,0:16,203,0:18,190,3:0,61,3:0,881,1:0,1772,12:0,197,1:0,2482,1:0,784,0:1,11,0:1,11,15:0,22,1:0,1463,3:0,456,0:1,10,2:0,14,0:1,1183,0:6,227,1:0,243,0:1,11,0:1,14,0:1,1117,3:0,1561,3:0,82,3:0,490,3:0,1286,3:0,283,3:0,455,0:6,292,0:3,206,10:0,31,10:0,13,0:9,16,0:5,43,0:1,15,12:0,896,0:3,1297,3:0,32,3:0,855,13:0,61,1:0,56,1:0,385,3:0,255,3:0,25,7:0,2119,2:0,21,14:0,27,1:0,39,3:0,29,0:1,607	mismap=1e-10
1446	GLCHR05	1357916	816	+	4471437	utg47_pilon	1706238	807	-	2326275	50,6:0,426,0:1,21,4:0,309	mismap=1e-10
6403	GLCHR05	1355175	2375	+	4471437	utg47_pilon	1703471	2316	-	2326275	57,0:1,68,0:1,28,4:0,16,1:0,16,0:2,13,0:1,18,0:1,19,0:2,17,2:0,1031,63:0,390,0:1,223,0:1,31,0:3,341,2:0,35	mismap=1e-10
3751	GLCHR05	4401394	1019	+	4471437	utg47_pilon	623797	1014	+	2326275	104,5:0,910	mismap=1e-10
432	GLCHR04	2421872	134	+	2762469	utg47_pilon	625329	134	+	2326275	134	mismap=0.869
404	GLCHR04	2069156	165	+	2762469	utg47_pilon	625487	165	+	2326275	165	mismap=0.0202
830	GLCHR02	492105	507	+	1519671	utg47_pilon	625863	513	+	2326275	248,0:6,259	mismap=0.000112
676	GLCHR05	1776068	402	+	4471437	utg47_pilon	1699489	396	-	2326275	290,6:0,106	mismap=1e-10
196	GLCHR04	775830	230	+	2762469	utg47_pilon	626991	233	+	2326275	89,0:6,15,3:0,123	mismap=0.247
450	GLCHR05	3959274	428	+	4471437	utg47_pilon	630682	423	+	2326275	92,1:0,35,1:0,11,1:0,115,1:0,10,1:0,73,1:0,53,0:1,33	mismap=1e-10
3320	GLCHR05	3959956	1711	+	4471437	utg47_pilon	631381	1721	+	2326275	88,1:0,23,0:7,717,0:9,245,3:0,97,5:0,7,0:2,501,0:1,24	mismap=0.00555
255	GLCHR01	206361	232	+	1491578	utg47_pilon	1691571	229	-	2326275	42,3:0,45,0:3,88,3:0,51	mismap=0.5
373	GLCHR01	615082	215	+	1491578	utg47_pilon	634725	204	+	2326275	34,9:0,41,2:0,129	mismap=0.000112
365	GLCHR01	205944	184	+	1491578	utg47_pilon	1691157	183	-	2326275	78,0:3,53,1:0,22,1:0,10,2:0,17	mismap=0.505
426	GLCHR03	833078	229	+	1958359	utg47_pilon	635118	225	+	2326275	21,1:0,103,0:16,15,19:0,70	mismap=0.0299
230	GLCHR01	1267079	218	+	1491578	utg47_pilon	635585	206	+	2326275	78,0:6,22,18:0,100	mismap=0.557
202	GLCHR02	493560	59	+	1519671	utg47_pilon	635834	59	+	2326275	59	mismap=0.0289
10945	GLCHR03	729081	3806	+	1958359	utg47_pilon	1686183	3804	-	2326275	361,3:0,501,0:3,391,0:1,175,1:0,37,11:0,110,0:2,237,2:0,343,0:3,53,0:4,145,3:0,246,0:2,140,0:3,331,3:0,10,0:3,103,0:3,300,0:2,22,0:3,18,8:0,252	mismap=1e-10
202	GLCHR02	493560	59	+	1519671	utg47_pilon	1685545	59	-	2326275	59	mismap=0.0289
230	GLCHR01	1267079	218	+	1491578	utg47_pilon	1685296	206	-	2326275	78,0:6,22,18:0,100	mismap=0.557
452	GLCHR03	833080	227	+	1958359	utg47_pilon	1684830	224	-	2326275	123,0:16,15,19:0,70	mismap=0.0302
477	GLCHR01	205942	212	+	1491578	utg47_pilon	641445	214	+	2326275	80,0:3,24,1:0,107	mismap=0.5
401	GLCHR04	5108	207	+	2762469	utg47_pilon	1684382	207	-	2326275	207	mismap=0.00478
244	GLCHR01	206411	182	+	1491578	utg47_pilon	641916	182	+	2326275	40,0:3,88,3:0,51	mismap=0.5
3215	GLCHR04	1516689	1498	+	2762469	utg47_pilon	643534	1499	+	2326275	139,3:0,327,3:0,97,0:8,8,11:0,230,0:9,436,0:1,244	mismap=0.0427
450	GLCHR05	3959274	428	+	4471437	utg47_pilon	1680393	422	-	2326275	95,1:0,32,1:0,11,1:0,115,1:0,23,2:0,59,1:0,53,0:1,33	mismap=1e-10
222	GLCHR01	1267216	219	+	1491578	utg47_pilon	1676718	207	-	2326275	60,9:0,25,10:0,8,0:7,107	mismap=0.000273
559	GLCHR05	1776068	277	+	4471437	utg47_pilon	649755	277	+	2326275	277	mismap=1e-10
244	GLCHR02	928940	81	+	1519671	utg47_pilon	1676148	81	-	2326275	81	mismap=0.5
729	GLCHR02	492105	545	+	1519671	utg47_pilon	1675604	542	-	2326275	18,4:0,21,1:0,30,4:0,170,0:6,297	mismap=0.00109
595	GLCHR03	1207352	403	+	1958359	utg47_pilon	1675083	406	-	2326275	17,3:0,125,0:3,121,3:0,104,0:6,30	mismap=0.424
1582	GLCHR04	969298	794	+	2762469	utg47_pilon	651632	713	+	2326275	18,2:0,16,1:0,23,1:0,15,1:0,11,1:0,27,1:0,48,1:0,14,2:0,26,6:0,55,2:0,37,47:0,14,1:0,14,1:0,38,3:0,97,1:0,96,9:0,11,2:0,118,0:1,34	mismap=4.58e-05
19007	GLCHR05	1493829	6335	+	4471437	utg47_pilon	653427	6297	+	2326275	42,19:0,2236,3:0,304,1:0,353,9:0,1243,3:0,362,1:0,302,2:0,1455	mismap=1e-10
90591	GLCHR05	1500464	30165	+	4471437	utg47_pilon	660017	30048	+	2326275	48,0:1,33,0:2,724,0:3,12,0:1,82,0:2,1594,2:0,10,0:8,254,0:3,23,3:0,719,0:2,619,1:0,2091,12:0,47,6:0,1245,0:3,6806,12:0,104,0:3,27,0:3,1209,6:0,1271,1:0,14,8:0,11,0:3,230,0:1,91,0:1,277,12:0,92,0:1,13,0:2,577,12:0,572,1:0,27,32:0,16,0:5,1281,0:4,10,0:2,93,0:1,101,6:0,712,6:0,162,9:0,20,9:0,655,0:1,18,2:0,1893,3:0,54,5:0,87,0:1,13,5:0,51,0:2,59,1:0,787,1:0,3300,7:0,21,0:1,61,2:0,27,0:4,6,2:0,196,0:1,1369,12:0,173	mismap=1e-10
27394	GLCHR05	1531269	8906	+	4471437	utg47_pilon	690755	8834	+	2326275	1207,1:0,3595,0:4,11,39:0,309,3:0,475,0:1,519,9:0,204,1:0,399,0:18,10,35:0,809,3:0,294,0:1,26,0:7,9,18:0,21,0:6,909	mismap=1e-10
37662	GLCHR05	1540366	12851	+	4471437	utg47_pilon	699782	12840	+	2326275	2296,3:0,667,0:1,27,7:0,29,0:8,25,1:0,15,9:0,421,16:0,81,0:6,220,3:0,1121,6:0,12,0:3,756,3:0,880,2:0,812,1:0,1852,1:0,39,0:1,873,0:1,29,12:0,10,0:14,1051,0:19,12,1:0,1538,0:1,20	mismap=1e-10
239	GLCHR05	3207270	164	+	4471437	utg47_pilon	717794	170	+	2326275	22,3:0,38,0:9,101	mismap=0.216
262	GLCHR05	4329844	346	+	4471437	utg47_pilon	718162	343	+	2326275	138,15:0,53,5:0,18,0:14,50,0:3,67	mismap=0.289
405	GLCHR04	1170619	186	+	2762469	utg47_pilon	718650	183	+	2326275	27,3:0,156	mismap=1e-10
768	GLCHR01	1070539	385	+	1491578	utg47_pilon	718852	385	+	2326275	99,3:0,17,0:3,266	mismap=0.0533
631	GLCHR02	1285411	266	+	1519671	utg47_pilon	719440	248	+	2326275	42,6:0,72,9:0,106,1:0,14,2:0,14	mismap=0.5
1990	GLCHR04	969151	965	+	2762469	utg47_pilon	1605312	921	-	2326275	20,1:0,42,1:0,19,2:0,36,0:1,157,2:0,47,2:0,23,6:0,56,2:0,39,45:0,70,1:0,189,0:21,22,1:0,67,1:0,56,0:1,16,1:0,16,2:0,23	mismap=8.18e-05
600	GLCHR02	1269246	266	+	1519671	utg47_pilon	721280	249	+	2326275	14,2:0,14,1:0,56,0:1,50,9:0,72,6:0,42	mismap=0.5
725	GLCHR01	1070539	385	+	1491578	utg47_pilon	1604158	384	-	2326275	99,3:0,17,0:3,141,1:0,124	mismap=0.0533
405	GLCHR04	1170619	186	+	2762469	utg47_pilon	1603956	183	-	2326275	27,3:0,156	mismap=1e-10
262	GLCHR05	4329844	346	+	4471437	utg47_pilon	1603467	343	-	2326275	138,15:0,53,5:0,18,0:14,50,0:3,67	mismap=0.289
246	GLCHR05	3207270	281	+	4471437	utg47_pilon	1603096	290	-	2326275	22,3:0,38,0:9,171,0:3,47	mismap=0.0176
36776	GLCHR05	1558614	12432	+	4471437	utg47_pilon	728356	12324	+	2326275	672,1:0,691,0:2,17,1:0,41,0:3,20,1:0,2262,0:1,32,0:1,32,3:0,128,0:1,57,0:1,17,0:2,10,3:0,28,2:0,1287,2:0,712,0:1,2936,0:1,1558,0:13,36,13:0,454,1:0,81,12:0,470,2:0,48,14:0,5,76:0,347,2:0,40,1:0,246,1:0,24,0:1,46	mismap=1e-10
31902	GLCHR05	1571295	12935	+	4471437	utg47_pilon	740921	12900	+	2326275	31,4:0,38,2:0,10,0:1,29,0:1,27,2:0,75,0:1,24,7:0,100,0:1,101,2:0,33,1:0,104,0:18,5,10:0,20,1:0,41,0:5,48,3:0,35,0:2,4,3:0,113,5:0,1180,0:1,46,1:0,402,0:1,28,42:0,18,0:14,769,21:0,24,3:0,148,0:12,180,0:6,334,6:0,204,0:6,421,0:5,269,15:0,239,8:0,255,0:9,26,6:0,26,0:3,1202,0:9,24,1:0,20,1:0,10,3:0,19,4:0,740,1:0,24,0:2,18,7:0,132,2:0,783,9:0,1159,1:0,19,1:0,32,0:2,56,0:3,1898,0:19,16,7:0,46,3:0,19,0:2,26,0:1,17,4:0,664,9:0,13,0:36,396	mismap=1e-10
11281	GLCHR05	1584445	3930	+	4471437	utg47_pilon	754032	3927	+	2326275	611,1:0,619,1:0,754,2:0,8,1:0,120,0:2,1813	mismap=1e-10
54072	GLCHR05	1589121	19506	+	4471437	utg47_pilon	757986	19520	+	2326275	723,5:0,25,2:0,12,0:1,16,0:1,2388,3:0,52,6:0,1191,0:1,1426,0:2,537,9:0,1240,0:6,546,1:0,1093,3:0,420,0:1,193,1:0,400,0:3,94,15:0,41,18:0,2627,1:0,13,1:0,62,0:1,1150,0:21,520,0:12,13,0:27,2886,0:3,1741,0:1,11,1:0,20	mismap=1e-10
647	GLCHR05	888218	250	+	4471437	utg47_pilon	779681	250	+	2326275	250	mismap=0.5
480	GLCHR05	1451064	155	+	4471437	utg47_pilon	779939	155	+	2326275	155	mismap=0.000109
1904	GLCHR03	322766	804	+	1958359	utg47_pilon	1545376	804	-	2326275	804	mismap=0.0072
1410	GLCHR05	889442	474	+	4471437	utg47_pilon	780899	474	+	2326275	474	mismap=4.22e-06
2925	GLCHR05	4097593	1348	+	4471437	utg47_pilon	1543552	1330	-	2326275	460,3:0,17,6:0,234,3:0,175,9:0,392,0:3,49	mismap=8.62e-10
1823	GLCHR03	320151	726	+	1958359	utg47_pilon	1542786	728	-	2326275	183,0:1,21,0:1,522	mismap=6.95e-08
389	GLCHR02	1339484	312	+	1519671	utg47_pilon	1539881	333	-	2326275	212,0:15,30,0:6,70	mismap=1.02e-06
493	GLCHR04	2382141	133	+	2762469	utg47_pilon	1539725	135	-	2326275	17,0:2,116	mismap=0.000107
1004	GLCHR04	969298	579	+	2762469	utg47_pilon	787103	507	+	2326275	18,2:0,16,1:0,23,1:0,75,1:0,11,1:0,31,4:0,22,2:0,100,45:0,31,1:0,43,6:0,16,1:0,23,1:0,17,2:0,13,1:0,15,1:0,26,1:0,8,1:0,19	mismap=8.44e-05
1226	GLCHR03	1698353	732	+	1958359	utg47_pilon	787986	643	+	2326275	77,11:0,15,0:8,17,0:1,22,30:0,65,1:0,8,1:0,18,1:0,7,1:0,15,1:0,25,3:0,48,6:0,24,7:0,16,31:0,115,1:0,30,1:0,75,1:0,39,2:0,18	mismap=1e-10
380	GLCHR04	2382141	133	+	2762469	utg47_pilon	789151	132	+	2326275	17,0:2,52,2:0,25,1:0,36	mismap=0.00029
425	GLCHR02	1339484	312	+	1519671	utg47_pilon	789304	334	+	2326275	212,0:15,31,0:7,69	mismap=5.55e-07
218	GLCHR01	1358152	100	+	1491578	utg47_pilon	1536350	100	-	2326275	100	mismap=0.000782
7516	GLCHR03	320151	3445	+	1958359	utg47_pilon	792197	3414	+	2326275	183,0:1,21,0:1,487,3:0,37,3:0,253,3:0,185,0:3,51,1:0,17,10:0,234,3:0,178,9:0,436,3:0,202,0:3,200,3:0,42,1:0,880	mismap=5.38e-07
347	GLCHR05	1451064	127	+	4471437	utg47_pilon	1530534	127	-	2326275	127	mismap=3.25e-05
654	GLCHR05	888218	250	+	4471437	utg47_pilon	1530276	250	-	2326275	250	mismap=0.5
62003	GLCHR05	1619419	20030	+	4471437	utg47_pilon	1508043	20033	-	2326275	80,1:0,2014,0:5,9,14:0,27,0:9,33,0:2,1496,0:12,587,0:6,47,0:1,947,1:0,901,6:0,275,9:0,3005,1:0,1214,1:0,2934,1:0,161,1:0,14,0:1,905,1:0,617,2:0,471,0:7,2676,1:0,1540,1:0,37	mismap=1e-10
12175	GLCHR05	1615422	3668	+	4471437	utg47_pilon	1504049	3676	-	2326275	1836,1:0,201,0:3,785,0:6,845	mismap=1e-10
363	GLCHR01	616036	200	+	1491578	utg47_pilon	1502348	185	-	2326275	93,15:0,92	mismap=2.56e-10
199	GLCHR04	1727461	116	+	2762469	utg47_pilon	824193	116	+	2326275	116	mismap=0.574
861	GLCHR02	465099	502	+	1519671	utg47_pilon	1501045	508	-	2326275	248,0:3,147,0:3,107	mismap=3.83e-06
223	GLCHR03	77164	135	+	1958359	utg47_pilon	825425	129	+	2326275	66,6:0,63	mismap=0.0791
473	GLCHR03	1208160	345	+	1958359	utg47_pilon	1500372	336	-	2326275	183,9:0,153	mismap=0.0142
633	GLCHR05	1790185	469	+	4471437	utg47_pilon	825931	470	+	2326275	108,0:1,25,3:0,20,0:9,10,3:0,151,3:0,146	mismap=0.5
382	GLCHR02	463656	158	+	1519671	utg47_pilon	1499712	158	-	2326275	158	mismap=0.0174
537	GLCHR04	1702470	564	+	2762469	utg47_pilon	1498813	552	-	2326275	90,3:0,50,3:0,111,2:0,9,1:0,37,3:0,255	mismap=0.498
1577	GLCHR04	969293	823	+	2762469	utg47_pilon	1496893	710	-	2326275	23,2:0,16,1:0,23,1:0,15,1:0,30,1:0,57,1:0,14,2:0,87,2:0,38,85:0,156,1:0,8,1:0,52,9:0,14,1:0,110,2:0,12,0:1,16,1:0,22,3:0,16	mismap=2.46e-05
542	GLCHR05	1799708	328	+	4471437	utg47_pilon	829802	322	+	2326275	135,0:4,28,0:2,21,3:0,69,9:0,63	mismap=0.00282
860	GLCHR05	1303367	410	+	4471437	utg47_pilon	1495667	403	-	2326275	20,2:0,18,11:0,101,0:3,64,0:3,194	mismap=0.291
352	GLCHR05	2453943	138	+	4471437	utg47_pilon	830608	138	+	2326275	138	mismap=0.346
405	GLCHR01	615827	181	+	1491578	utg47_pilon	830863	181	+	2326275	181	mismap=2.95e-07
460	GLCHR05	2541791	268	+	4471437	utg47_pilon	831228	268	+	2326275	268	mismap=0.5
83069	GLCHR05	1646281	29488	+	4471437	utg47_pilon	832968	29461	+	2326275	3776,3:0,12096,3:0,854,1:0,25,2:0,997,1:0,29,2:0,833,3:0,435,0:1,3125,3:0,541,0:3,243,1:0,468,2:0,4190,0:1,599,3:0,596,6:0,436,1:0,147,1:0,66	mismap=1e-10
312	GLCHR04	1170012	179	+	2762469	utg47_pilon	868364	182	+	2326275	87,0:3,92	mismap=0.00906
1003	GLCHR02	1483938	508	+	1519671	utg47_pilon	869742	457	+	2326275	23,2:0,16,1:0,23,1:0,104,1:0,27,15:0,24,2:0,32,2:0,39,1:0,6,26:0,163	mismap=0.501
255	GLCHR03	364227	258	+	1958359	utg47_pilon	871280	285	+	2326275	62,0:12,51,0:12,86,0:3,59	mismap=0.5
77306	GLCHR05	1695579	26957	+	4471437	utg47_pilon	877647	26978	+	2326275	566,0:1,310,1:0,293,1:0,1319,3:0,969,0:1,1120,0:1,18,0:5,10,4:0,25,0:2,839,1:0,197,1:0,51,0:3,1053,7:0,70,1:0,200,3:0,127,0:3,394,0:3,224,0:1,22,1:0,49,1:0,366,0:1,27,0:1,97,0:1,45,0:1,593,3:0,22,0:1,19,0:1,28,9:0,589,1:0,468,7:0,8,0:2,433,0:1,847,0:1,545,1:0,447,0:1,58,3:0,1032,0:5,32,0:2,11,0:1,15,0:1,28,2:0,12,0:13,5,23:0,57,0:2,14,4:0,349,21:0,69,0:6,844,0:39,28,0:6,770,1:0,989,23:0,6,0:23,444,0:1,664,3:0,38,3:0,1221,0:2,23,0:1,10,0:2,18,0:3,470,3:0,3841,0:3,1448,0:1,11,0:2,609,0:1,13,0:1,65,0:8,24,1:0,528,1:0,688	mismap=1e-10
702	GLCHR05	2064356	336	+	4471437	utg47_pilon	904659	336	+	2326275	336	mismap=1e-10
2098	GLCHR05	2261428	984	+	4471437	utg47_pilon	907648	987	+	2326275	609,0:3,375	mismap=3.56e-07
383	GLCHR02	1261473	154	+	1519671	utg47_pilon	909855	153	+	2326275	134,1:0,19	mismap=0.393
9525	GLCHR04	677989	3726	+	2762469	utg47_pilon	1412040	3727	-	2326275	3655,1:0,25,0:2,45	mismap=1e-10
3651	GLCHR03	28795	1524	+	1958359	utg47_pilon	1409509	1524	-	2326275	184,3:0,8,0:3,471,3:0,631,0:3,224	mismap=0.00368
247	GLCHR05	1344047	131	+	4471437	utg47_pilon	918241	137	+	2326275	28,0:6,103	mismap=0.51
327	GLCHR05	2461242	256	+	4471437	utg47_pilon	1407637	256	-	2326275	256	mismap=1e-10
4059	GLCHR05	4118143	1481	+	4471437	utg47_pilon	918690	1475	+	2326275	85,0:1,22,7:0,853,3:0,289,0:3,222	mismap=1e-10
469	GLCHR05	1303866	256	+	4471437	utg47_pilon	1405675	262	-	2326275	136,30:0,4,0:36,86	mismap=4.79e-07
271	GLCHR04	774583	132	+	2762469	utg47_pilon	920729	132	+	2326275	132	mismap=0.405
793	GLCHR01	303256	525	+	1491578	utg47_pilon	920861	523	+	2326275	61,0:1,149,0:3,41,6:0,268	mismap=0.5
291	GLCHR05	1775749	193	+	4471437	utg47_pilon	1404655	193	-	2326275	193	mismap=1e-10
380	GLCHR04	1169758	296	+	2762469	utg47_pilon	1404222	299	-	2326275	24,3:0,51,0:6,218	mismap=0.0163
227	GLCHR01	303743	84	+	1491578	utg47_pilon	922459	84	+	2326275	84	mismap=0.5
359	GLCHR05	1786043	170	+	4471437	utg47_pilon	922895	173	+	2326275	139,0:3,31	mismap=0.5
554	GLCHR01	20044	338	+	1491578	utg47_pilon	1402191	350	-	2326275	109,0:3,55,0:20,5,14:0,32,0:3,123	mismap=0.5
1745	GLCHR04	969151	963	+	2762469	utg47_pilon	924417	902	+	2326275	20,1:0,19,1:0,8,1:0,10,3:0,20,2:0,36,1:0,43,2:0,16,1:0,23,1:0,15,1:0,38,2:0,16,1:0,133,2:0,39,47:0,68,1:0,26,1:0,23,1:0,17,2:0,13,1:0,51,1:0,60,0:17,15,1:0,19,2:0,89,2:0,68	mismap=1e-10
53114	GLCHR05	1722853	18702	+	4471437	utg47_pilon	925861	18669	+	2326275	2274,15:0,779,12:0,224,0:1,758,9:0,1277,2:0,75,6:0,655,1:0,32,2:0,102,3:0,40,3:0,1732,15:0,258,2:0,2451,0:4,464,3:0,828,0:1,9,0:1,24,0:1,24,0:1,781,0:23,922,1:0,33,0:2,58,0:8,26,0:1,96,2:0,60,0:8,24,2:0,2706,0:1,37,7:0,1868	mismap=1e-10
24277	GLCHR05	1741707	7889	+	4471437	utg47_pilon	944675	7856	+	2326275	2068,4:0,12,11:0,1303,0:1,31,0:1,23,3:0,1293,3:0,438,9:0,96,1:0,517,0:1,698,4:0,50,1:0,1324	mismap=1e-10
18696	GLCHR05	1749846	6030	+	4471437	utg47_pilon	952793	6013	+	2326275	1602,0:1,80,0:1,14,0:1,2507,0:1,42,0:1,22,2:0,11,17:0,790,3:0,940	mismap=1e-10
47523	GLCHR05	1756681	16513	+	4471437	utg47_pilon	959378	16512	+	2326275	1133,1:0,73,0:1,3959,1:0,11,0:4,60,0:3,2603,0:1,4,12:0,13,0:1,354,2:0,501,0:1,2481,3:0,1689,0:5,53,0:1,507,0:6,804,0:1,1755,3:0,391,3:0,97	mismap=1e-10
5253	GLCHR05	1773347	1677	+	4471437	utg47_pilon	976046	1671	+	2326275	1112,0:3,33,9:0,523	mismap=1e-10
375	GLCHR04	1572055	306	+	2762469	utg47_pilon	979122	302	+	2326275	256,4:0,46	mismap=0.0292
